id;cd_acao_rdz;nm_empresa;setor_economico;subsetor;segmento;segmento_b3;nm_segmento_b3;cd_acao;tx_cnpj;vl_cnpj;created_at;updated_at
443;CMIN;CSNMINERACAO;MATERIAIS BÁSICOS;MINERAÇÃO;MINERAIS METÁLICOS;N2;"";CMIN3;08.902.291/0001-15;8902291000115;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
444;DESK;DESKTOP;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;NM;"";DESK3;08.170.849/0001-15;8170849000115;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
445;DOTZ;DOTZ SA;CONSUMO CÍCLICO;DIVERSOS;PROGRAMAS DE FIDELIZAÇÃO;NM;"";DOTZ3;18.174.270/0001-84;18174270000184;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
446;ELMD;ELETROMIDIA;COMUNICAÇÕES;MÍDIA;PUBLICIDADE E PROPAGANDA;NM;"";ELMD3;09.347.516/0001-81;9347516000181;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
447;POWE;FOCUS ON;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";POWE3;26.735.020/0001-02;26735020000102;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
448;G2DI;G2D INVEST;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;DR3;"";G2DI33;38.307.135/0001-77;38307135000177;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
449;NINJ;GETNINJAS;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";NINJ3;14.127.813/0001-51;14127813000151;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
450;GGPS;GPS;BENS INDUSTRIAIS;SERVIÇOS;SERVIÇOS DIVERSOS;NM;"";GGPS3;09.229.201/0001-30;9229201000130;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
451;MATD;MATER DEI;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";MATD3;16.676.520/0001-59;16676520000159;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
452;AESB;AES BRASIL;UTILIDADE PÚBLICA;ENERGIA ELÉTRICA;ENERGIA ELÉTRICA;NM;"";AESB3;37.663.076/0001-07;37663076000107;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
453;AGXY;AGROGALAXY;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;NM;"";AGXY3;21.240.146/0001-84;21240146000184;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
454;ARML;ARMAC;CONSUMO CÍCLICO;DIVERSOS;ALUGUEL DE CARROS;NM;"";ARML3;00.242.184/0001-04;242184000104;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
455;MODL;MODALMAIS;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";MODL3, MODL4, MODL11;30.723.886/0001-62;30723886000162;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
456;BMOB;BEMOBI TECH;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";BMOB3;09.042.817/0001-05;9042817000105;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
457;SOJA;BOA SAFRA;CONSUMO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;NM;"";SOJA3;10.807.374/0001-77;10807374000177;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
458;BRBI;BR PARTNERS;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";BRBI11;10.739.356/0001-03;10739356000103;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
459;BRIT;BRISANET;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;NM;"";BRIT3;19.796.586/0001-70;19796586000170;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
460;CLSA;CLEARSALE;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;SERVIÇOS FINANCEIROS DIVERSOS;NM;"";CLSA3;03.802.115/0001-98;3802115000198;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
461;CBAV;CBA;MATERIAIS BÁSICOS;MINERAÇÃO;MINERAIS METÁLICOS;NM;"";CBAV3;61.409.892/0001-73;61409892000173;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
462;GRAO;AGRIBRASIL;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;MA;"";GRAO3;18.483.666/0001-03;18483666000103;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
463;IFCM;INFRACOMM;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";IFCM3;38.456.921/0001-36;38456921000136;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
464;INTB;INTELBRAS;TECNOLOGIA DA INFORMAÇÃO;COMPUTADORES E EQUIPAMENTOS;COMPUTADORES E EQUIPAMENTOS;NM;"";INTB3;82.901.000/0001-27;82901000000127;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
465;JALL;JALLESMACHAD;CONSUMO NÃO CÍCLICO;ALIMENTOS PROCESSADOS;AÇUCAR E ALCOOL;NM;"";JALL3;02.635.522/0001-95;2635522000195;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
466;KLAS;KALLAS;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;"";"";KLAS3;09.146.451/0001-06;9146451000106;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
467;KRSA;KORA SAUDE;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";KRSA3;13.270.520/0001-66;13270520000166;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
468;LVTC;WDC NETWORKS;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";LVTC3;05.917.486/0001-40;5917486000140;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
469;LLBI;LE BISCUIT;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;"";"";LLBI3, LLBI4;16.233.389/0001-55;16233389000155;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
470;MBLY;MOBLY;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";MBLY3;31.553.627/0001-01;31553627000101;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
471;MOSI;MOSAICO;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";MOSI3;09.083.175/0001-84;9083175000184;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
472;ESPA;ESPACOLASER;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;NM;"";ESPA3;26.659.061/0001-59;26659061000159;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
473;MLAS;MULTILASER;TECNOLOGIA DA INFORMAÇÃO;COMPUTADORES E EQUIPAMENTOS;COMPUTADORES E EQUIPAMENTOS;NM;"";MLAS3;59.717.553/0001-02;59717553000102;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
474;OPCT;OCEANPACT;PETRÓLEO, GÁS E BIOCOMBUSTÍVEIS;PETRÓLEO, GÁS E BIOCOMBUSTÍVEIS;EQUIPAMENTOS E SERVIÇOS;NM;"";OPCT3;09.114.805/0001-30;9114805000130;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
475;ONCO;ONCOCLINICAS;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";ONCO3;12.104.241/0004-02;12104241000402;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
476;ORVR;ORIZON;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;NM;"";ORVR3;11.421.994/0001-36;11421994000136;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
477;RECV;PETRORECSA;PETRÓLEO, GÁS E BIOCOMBUSTÍVEIS;PETRÓLEO, GÁS E BIOCOMBUSTÍVEIS;EXPLORAÇÃO, REFINO E DISTRIBUIÇÃO;NM;"";RECV3;03.342.704/0001-30;3342704000130;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
478;RAIZ;RAIZEN;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;N2;"";RAIZ4;33.453.598/0001-23;33453598000123;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
479;RBNS;RODOBENS;BENS INDUSTRIAIS;COMÉRCIO;MATERIAL DE TRANSPORTE;"";"";RBNS11;59.981.829/0001-65;59981829000165;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
480;TRAD;TC;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";TRAD3;26.345.998/0001-50;26345998000150;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
481;TEGA;TEGRA INCORP;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;"";"";TEGA3;30.213.493/0001-09;30213493000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
482;LAND;TERRASANTAPA;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;NM;"";LAND3;40.337.136/0001-06;40337136000106;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
483;TTEN;3TENTOS;CONSUMO NÃO CÍCLICO;AGROPECUÁRIA;AGRICULTURA;NM;"";TTEN3;94.813.102/0001-70;94813102000170;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
484;FIQE;UNIFIQUE;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;NM;"";FIQE3;02.255.187/0001-08;2255187000108;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
485;WEST;WESTWING;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";WEST3;14.776.142/0001-50;14776142000150;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
