cnpj;saude_tributaria
44033380000136;""
44061478000105;""
44105670000148;""
44128359000114;""
44167566000188;""
44167839000194;""
44186847000188;""
44239504000134;""
44259645000119;""
44350475000183;""
44363254000140;""
44391626000141;""
44431273000166;""
44456789000165;""
44509120000194;""
44532401000168;""
44533988000120;""
44536781000109;""
44584919000145;""
44620101000130;""
44643461000158;""
44644412000130;""
44646312000142;""
44655551000169;""
44661028000145;""
44683032000104;""
44683797000144;""
44688811000100;""
44689082000107;""
44694120000101;""
44727968000190;""
44728770000120;""
44736385000125;""
44766852000160;""
44768248000172;""
44826322000160;""
44853624000127;""
44859476000158;""
44867743000139;""
44868770000126;""
44879483000111;""
44887895000101;""
44890656000100;""
44899361000197;""
44936451000100;""
44937905000168;""
44948747000141;""
44963165000134;""
44964444000112;""
44975573000106;""
45004977000115;""
45022160000170;""
45024116000107;""
45028935000114;""
45066561000121;""
45070285000175;""
45107734000102;""
45115202000117;""
45127941000129;VERMELHO
45170035000107;""
45228442000128;VERMELHO
45237148000182;""
45276911000184;""
45286145000139;""
45301387000154;""
45312182000174;""
45316717000185;""
45339549000143;""
45367805000106;""
45379964000120;""
45382658000143;""
45423730000133;""
45464063000137;""
45466249000125;""
45480071000177;""
45492289000141;""
45501240000108;""
45515865000129;""
45528831000179;""
45540800000133;""
45565370000104;""
45577925000138;""
45601657000142;""
45610403000190;""
45618010000123;""
45649568000176;""
45659183000190;""
45695126000166;""
45723490000192;""
45728697000150;""
45733263000148;""
45754590000186;""
45777493000109;""
45822156000196;""
45832248000157;""
45840413000112;""
45843652000126;""
45843958000182;""
45849912000170;""
45854992000152;""
45873682000185;""
45881245000103;""
45892217000191;""
45896780000138;""
45907200000160;""
45926310000170;""
45952752000190;""
45966153000126;""
45968983000192;""
45978391000151;""
45981920000176;""
45984428000154;""
45989909000152;""
46006262000164;""
46050025000109;""
46053196000183;""
46063225000198;""
46099953000150;""
46126131000110;""
46138718000140;""
46157327000172;CINZA
46158497000171;""
46174815000198;""
46181703000164;""
46206375000103;""
46257125000100;""
46272995000140;""
46301970000128;""
46330043000136;""
46355203000100;""
46370360000186;""
46370432000195;""
46384094000140;""
46406420000173;""
46448682000109;""
46466493000150;""
46472967000177;""
46478307000101;""
46484345000169;""
46503765000145;""
46508282000133;""
46606207000105;""
46612068000122;""
46643423000120;""
46665676000103;""
46690862000194;""
46700349000137;""
46708827000155;""
46733921000164;""
46745109000159;""
46756986000125;""
46763899000103;""
46773690000112;""
46773817000101;""
46811334000146;""
46857411000107;""
46865463000117;""
46866178000110;""
46898665000165;""
46903729000179;""
46930664000150;""
46948753000124;""
46964677000140;""
46964807000145;""
46969482000193;""
47022428000107;""
47032956000139;""
47063389000188;""
47071423000166;""
47076448000152;""
47078383000184;""
47084179000176;""
47110462000125;""
47111567000107;""
47135012000197;""
47157572000142;""
47187584000110;""
47223614000104;""
47232883000129;""
47234666000178;""
47259714000182;""
47274638000184;""
47275878000101;""
47287329000149;""
47290602000194;""
47298458000132;""
47299724000141;""
47300019000117;""
47317158000153;""
47321114000105;""
47342694000109;""
47349465000116;""
47351460000128;""
47356744000107;""
47390988000106;""
47420738000171;""
47423937000133;""
47439722000100;""
47457492000102;""
47458873000106;""
47494723000158;""
47507054000101;""
47521378000102;""
47524254000172;""
47550331000169;""
47559087000103;""
47593345000160;""
47657939000197;""
47676383000186;""
47676541000106;""
47696027000124;""
47704249000141;""
47713477000188;""
47714515000117;""
47715985000103;""
47722679000196;""
47789269000162;""
47796275000147;""
47818825000181;""
47823917000150;""
47826502000130;""
47829539000111;""
47835581000145;""
47842429000190;""
47846804000170;""
47859375000175;""
47897794000100;""
47922111000119;""
47939078000130;""
47972098000102;""
47987925000131;""
48042797000116;""
48075817000155;""
48076228002569;VERDE
48078648000107;""
48091149000150;""
48092418000100;""
48111924000191;""
48118974000109;""
48138545000195;""
48139568000114;""
48146285000108;""
48178408000184;""
48183601000103;""
48203524000106;""
48230074000140;""
48236171000140;""
48245622000106;""
48247695000137;""
48293550000172;""
48297013000109;""
48555775012247;CINZA
50926955000142;VERMELHO
51537413000140;CINZA
51812782000102;VERDE
53432332000101;VERMELHO
53560140000180;CINZA
53598868000100;VERDE
54057476000198;VERMELHO
54529441000104;CINZA
55571129000141;CINZA
56720428000163;VERMELHO
58119199000151;AMARELA
59593368000153;CINZA
59925941000189;CINZA
60125200000100;VERDE
60476884000187;AMARELA
60701190506296;""
60975976000373;CINZA
61092037000181;AMARELA
61374161000130;VERDE
61391314000157;CINZA
61827739000166;VERDE
62144175000120;AMARELA
63522940000160;CINZA
64520349000137;CINZA
66612128000114;VERDE
67182253000102;VERDE
67571414000141;VERDE
67890426000562;CINZA
69004083000193;VERMELHO
69095248000180;AMARELA
69904456000182;VERDE
71087746000122;CINZA
72329519000129;CINZA
73169260000169;VERMELHO
73571879000103;VERDE
74751272000160;CINZA
76069210000106;CINZA
76154749001801;VERDE
76489467000109;CINZA
76909191000170;VERDE
77610111000144;VERDE
78160777000100;VERDE
78855830007796;CINZA
79019097000134;CINZA
79342069008723;VERDE
80068067000105;CINZA
80333735000176;CINZA
80795370000100;CINZA
81382525000645;CINZA
83065227000142;VERMELHO
83161661000126;VERDE
83867960000180;CINZA
84693183000168;VERMELHO
85778074000106;CINZA
86375425000109;CINZA
86679917000341;CINZA
87129326000525;CINZA
89463822000112;CINZA
91589374000140;CINZA
92406586000107;CINZA
92690783000109;CINZA
92812049000833;VERDE
93117513000168;CINZA
93251767000174;CINZA
94524162000415;CINZA
95426862000197;CINZA
96513056000119;VERMELHO
97246367000121;VERMELHO
00027813000175;CINZA
00242184000104;AMARELA
00336701000104;VERDE
00360305537850;CINZA
00744380000330;CINZA
00755990000500;CINZA
00789647000144;CINZA
00819881000177;CINZA
00864214000106;VERDE
00924429000175;CINZA
01083200000118;VERMELHO
01104937000170;CINZA
01107327000120;VERMELHO
01136796000177;VERMELHO
01188297000123;CINZA
01193110000180;CINZA
01236287007803;""
01385279000131;CINZA
01401056000110;CINZA
01452347000138;VERDE
01458385000106;CINZA
01553902000460;VERDE
01578553000199;CINZA
01614977000161;CINZA
01662071000112;CINZA
01687447000143;VERDE
01692941000104;VERDE
01703632000184;CINZA
01838723000127;VERMELHO
01893375000190;CINZA
01957772000189;CINZA
01971614000183;CINZA
02008912000135;CINZA
02081131000680;CINZA
02116188000163;VERMELHO
02291077000193;CINZA
02307942000142;VERDE
02319908000198;CINZA
02320561000101;CINZA
02411415000183;CINZA
02556250000138;CINZA
02593882000171;CINZA
02611831000125;CINZA
02621132000166;VERMELHO
02622162000197;VERDE
02655190000100;CINZA
02686687000196;CINZA
02695126000153;CINZA
02747980000116;CINZA
02766038005679;CINZA
02769771000173;CINZA
02776541000131;VERDE
02796775000140;CINZA
02821850000186;CINZA
02912570000183;CINZA
02933953000138;VERDE
02998301000181;VERDE
02998611000104;VERMELHO
02999737000195;CINZA
03014553000191;CINZA
03103043000190;CINZA
03150678000149;VERDE
03342704000130;VERMELHO
03376287000147;CINZA
03402357000194;CINZA
03467321000199;VERDE
03475276000114;VERDE
03491528000107;CINZA
03494960000143;CINZA
03546530000128;VERDE
03553832000123;AMARELA
03615870000244;CINZA
03675122000176;VERDE
03737033000107;CINZA
03747379000196;VERDE
03796593000132;CINZA
03804732000122;CINZA
03847461000192;CINZA
03858718000101;CINZA
03883480000174;VERDE
04022289000109;CINZA
04030182000102;CINZA
04031213000131;CINZA
04065791000199;VERDE
04087070003790;""
04171031000166;CINZA
04182004000199;VERDE
04216728000106;VERMELHO
04220288000160;VERDE
04380570000105;VERDE
04392698000199;VERDE
04394904000108;CINZA
04427846000163;VERMELHO
04465229000233;CINZA
04718932000125;CINZA
04785908000109;CINZA
04797322000164;CINZA
04825875000345;CINZA
04829297000153;CINZA
04930458000109;CINZA
04957519000113;VERDE
04957642000134;CINZA
04970016000188;CINZA
04972064000296;CINZA
04979921000107;VERDE
04987247000102;CINZA
05099057000103;CINZA
05137787000151;CINZA
05151039000123;CINZA
05155099000114;CINZA
05230501000188;CINZA
05282775000110;CINZA
05287737000150;VERMELHO
05315394000190;CINZA
05408439000171;VERDE
05456420000362;CINZA
05490840000799;VERDE
05492241000119;CINZA
05594897000142;CINZA
05629537000139;VERMELHO
05642430000120;CINZA
05737355000424;CINZA
05843316000169;CINZA
05874658000146;CINZA
05998426000108;VERDE
06033948000391;CINZA
06084645000136;CINZA
06099229021613;CINZA
06120954000114;CINZA
06124723000189;CINZA
06126347000161;CINZA
06132717000173;VERDE
06134093000123;CINZA
06177469000187;CINZA
06333375000150;CINZA
06641146000100;VERDE
06855188000136;CINZA
06974800000190;VERDE
06977745000191;VERDE
07016062000130;VERDE
07098223000182;CINZA
07138304001211;CINZA
07237373017871;CINZA
07244393000128;VERDE
07251092000474;""
07252899000421;CINZA
07282337000188;CINZA
07284622000138;VERDE
07289815001153;CINZA
07430606000106;VERDE
07432517000794;CINZA
07524013000109;VERDE
07562201000393;CINZA
07582393000138;CINZA
07668307000104;CINZA
07676911000182;VERMELHO
07691077000102;VERDE
07698637000142;VERDE
07726602000170;CINZA
07730391000149;CINZA
07755345000102;CINZA
07772383000165;VERMELHO
07784073000160;VERDE
07832123000138;VERDE
07920676000142;CINZA
07927968000611;CINZA
07963129002279;CINZA
07974572000110;CINZA
07977366000164;CINZA
07979675000173;VERDE
07983257000311;CINZA
08006614000192;CINZA
08038434000192;CINZA
08061859000112;CINZA
08074104000152;VERDE
08075842000114;CINZA
08155466000178;CINZA
08177333000364;CINZA
08291744000114;CINZA
08295810000124;VERDE
08366376000550;CINZA
08366776000131;CINZA
08383277000152;CINZA
08392914000157;CINZA
08420198000255;CINZA
08481383000179;CINZA
08484664000266;VERDE
08500135000128;CINZA
08507996000138;CINZA
08514181000186;CINZA
08529173000103;CINZA
08650187000180;CINZA
08657734000150;CINZA
08744512000174;CINZA
08764621000153;CINZA
08926302000105;VERMELHO
08933791000114;VERDE
09001826000140;VERMELHO
09038443000146;CINZA
09086467000332;CINZA
09114805000130;VERDE
09131854000181;CINZA
09141130000119;VERDE
09148549000100;CINZA
09203513000174;CINZA
09212397000150;CINZA
09249505000169;CINZA
09268552000150;CINZA
09277687000181;VERMELHO
09288252000132;VERDE
09295063000197;CINZA
09305994000129;CINZA
09327378000179;VERMELHO
09347516000181;VERDE
09378878000130;CINZA
09404335000140;CINZA
09436844000154;CINZA
09523813000130;VERDE
09552729000145;VERDE
09603371000132;CINZA
09631025000168;CINZA
10230745000109;VERDE
10476949000116;CINZA
10501140000105;CINZA
10513210000137;VERDE
10578913000224;VERDE
10647093000102;CINZA
10662375000170;CINZA
10693808000155;CINZA
10708474000146;CINZA
10783160000108;CINZA
10786445000100;CINZA
10819930000125;CINZA
10826359000176;CINZA
10852822000154;CINZA
10908065000193;CINZA
10910306000139;CINZA
10961105000160;VERDE
10978710000144;CINZA
11044427000108;CINZA
11080646000142;CINZA
11101101000337;""
11107908000115;CINZA
11187640000179;CINZA
11194609000165;CINZA
11208548000148;VERDE
11242879000102;CINZA
11247370000144;CINZA
11308371000151;CINZA
11346975000192;CINZA
11348621000187;CINZA
11354849000180;VERDE
11421994000136;CINZA
11479255000103;CINZA
11650569000119;CINZA
11665458000186;CINZA
11681470000265;CINZA
11713677000193;VERDE
11743573000121;CINZA
11790500000190;VERDE
11794680000189;CINZA
11830646000112;CINZA
11833580000114;CINZA
11849922000194;CINZA
11857801000194;CINZA
11920860000160;CINZA
11928532000100;CINZA
11992680000193;CINZA
12062284000120;CINZA
12118712000199;CINZA
12264015000227;CINZA
12361267013414;CINZA
12391302000117;CINZA
12405863000128;CINZA
12430324000220;VERDE
12448061000103;CINZA
12489876000122;CINZA
12509500000213;CINZA
12528708000107;VERDE
12533405000174;CINZA
12572672000150;CINZA
12613284000170;VERMELHO
12623240000121;VERDE
12647446000191;CINZA
12648266000124;CINZA
12694498000119;CINZA
12697484000159;CINZA
12965180000125;CINZA
12997633000103;VERDE
13034729000120;CINZA
13039181000101;CINZA
13083245000171;CINZA
13086460000126;CINZA
13092452000192;AMARELA
13108481000103;CINZA
13130369000160;VERDE
13283607000178;CINZA
13352508000109;CINZA
13428673000199;CINZA
13432472000165;CINZA
13481309045374;CINZA
13546292000104;VERDE
13558724000105;CINZA
13562121000179;CINZA
13662448000112;CINZA
13678860000201;""
13716240000139;CINZA
13718687000147;CINZA
13718728000103;VERDE
13726675000164;CINZA
13982896000101;CINZA
14014671000116;CINZA
14031539000112;VERMELHO
14039009000110;CINZA
14055068000263;CINZA
14066857000119;CINZA
14140457000106;CINZA
14211243000183;VERDE
14247311000164;CINZA
14249154000126;VERDE
14252495000150;CINZA
14275123000140;CINZA
14303829000178;CINZA
14317855000155;CINZA
14433051000111;CINZA
14513035000139;CINZA
14518794000194;CINZA
14552983000183;CINZA
14570911000169;CINZA
14624778000186;CINZA
14650978000103;CINZA
14661497000101;CINZA
14716433000152;CINZA
14759384000135;CINZA
14880170000112;CINZA
14916300000120;VERMELHO
14947190000163;CINZA
14990643000134;CINZA
15020813000110;CINZA
15030275000145;CINZA
15045475000171;VERDE
15065025000140;CINZA
15119758000110;CINZA
15173673000110;CINZA
15237122000173;CINZA
15277374000126;CINZA
15282557000130;CINZA
15329975000135;CINZA
15331230000100;CINZA
15364449000106;CINZA
15399177000180;CINZA
15452424000164;CINZA
15461268000106;CINZA
15507409000176;CINZA
15548702000181;CINZA
15571023000123;CINZA
15646574000109;CINZA
15671817000169;CINZA
16231979000149;CINZA
16403709000178;CINZA
16404287065524;CINZA
16480083000101;CINZA
16480084000148;CINZA
16542677000191;CINZA
16576869000119;VERDE
16581124000148;CINZA
16707307000167;CINZA
16795735000199;CINZA
16843353000193;CINZA
16922038000151;VERDE
16936441000130;CINZA
17053499000106;CINZA
17072413005496;CINZA
17163392000102;CINZA
17193298000104;CINZA
17209902000135;VERMELHO
17210809000140;VERDE
17210935000103;CINZA
17231564000995;VERDE
17291221000169;AMARELA
17322195000199;CINZA
17349513000105;CINZA
17350723000113;CINZA
17411054000142;CINZA
17463325000103;CINZA
17617646000115;CINZA
17623750000112;CINZA
17659398000175;CINZA
17714323000140;VERMELHO
17725723000150;CINZA
17769788000106;CINZA
17784486000107;CINZA
17804304000104;CINZA
17819169000170;CINZA
18081962000188;VERDE
18092829000127;VERMELHO
18200454000171;CINZA
18280517000147;VERDE
18331800000150;CINZA
18357615000135;CINZA
18390666000320;VERDE
18483666000103;VERDE
18512248000105;CINZA
18545469000171;CINZA
18604440000709;CINZA
18632108000162;CINZA
18657047000198;CINZA
18685497000194;CINZA
18791479000197;CINZA
18813859000185;CINZA
18842483000137;CINZA
18889644000148;CINZA
18891369000105;CINZA
18909716000171;CINZA
18916771000199;CINZA
18999919000104;CINZA
19012631000159;CINZA
19036161000163;VERDE
19056227000187;CINZA
19180869000193;VERDE
19350299000132;CINZA
19354200000170;VERDE
19364806000197;VERDE
19414919000150;CINZA
19422594000157;CINZA
19538782000145;CINZA
19548250000199;CINZA
19611032000151;VERDE
19622131000139;CINZA
19638928000124;CINZA
19642052000190;CINZA
19644832000179;VERMELHO
19672299000159;CINZA
19719790000198;AMARELA
19855379000140;CINZA
19905913000185;CINZA
19983633000195;CINZA
20004906000191;CINZA
20124606000146;CINZA
20166647000103;VERMELHO
20174039000132;CINZA
20194127000104;CINZA
20266434000145;VERDE
20271573000167;CINZA
20391353000177;CINZA
20408193000121;CINZA
20619546000132;CINZA
20628027000130;CINZA
20634869000103;CINZA
20645577000168;CINZA
20648896000127;CINZA
20661523000196;VERDE
20688973000172;CINZA
20756015000191;VERMELHO
20832845000150;CINZA
20878601000109;CINZA
20894845000185;CINZA
20954276000116;CINZA
21004634000192;CINZA
21018518000122;CINZA
21028562000113;CINZA
21083705000190;CINZA
21218027000125;CINZA
21268047000100;CINZA
21301587000149;VERDE
21336754000197;CINZA
21371634000120;CINZA
21382459000177;CINZA
21402527000112;CINZA
21451021000101;CINZA
21509465000142;CINZA
21535833000127;CINZA
21593004000109;CINZA
21630855000176;CINZA
21749357000147;CINZA
21769695000140;CINZA
21858783000119;CINZA
21905694000186;CINZA
21964144000138;CINZA
21982991000125;CINZA
22018689000114;CINZA
22041299000165;CINZA
22069384000131;CINZA
22171667000190;CINZA
22180216000119;CINZA
22233082000157;CINZA
22319819000159;CINZA
22373496000181;CINZA
22453037000108;CINZA
22473543000169;CINZA
22498070000235;CINZA
22514712000161;CINZA
22531405000270;VERDE
22677520000176;VERDE
22688851000101;CINZA
22692900000180;CINZA
22698726000182;CINZA
22702546000127;VERDE
22717248000100;CINZA
22742443000190;CINZA
22783785000159;CINZA
22839207000197;CINZA
22865688000105;CINZA
22901743000175;CINZA
22949357000153;CINZA
22965900000106;CINZA
22986268000187;CINZA
23034948000163;CINZA
23084998000155;CINZA
23094086000164;CINZA
23212925000100;CINZA
23216368000197;CINZA
23240298000102;CINZA
23241346000187;CINZA
23246787000171;VERDE
23262711000130;CINZA
23370859000198;CINZA
23447047000101;VERMELHO
23540290000161;CINZA
23540704000152;CINZA
23542387000103;CINZA
23583609000136;CINZA
23606832000151;CINZA
23628265000134;CINZA
23639330000127;CINZA
23641279000198;CINZA
23688924000128;CINZA
23951055000182;CINZA
23967123000100;CINZA
23971490000179;CINZA
24007191000181;CINZA
24008186000193;CINZA
24156736000111;CINZA
24166721000134;CINZA
24198767000135;CINZA
24230975000174;CINZA
24265927000111;CINZA
